CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
28300,J Kumar Infra,INE576I01022,Good,-,Good,,Good,,Good,,Good,Good,0,0.023123512,17.91,17.89,17.91,,,5016.62,3007.68,5693.49,11.65283993,PET Good,F-Check Passed,22.67,0.09,A,EQ,12.3204663,7.1929261,5.522176275,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.92,Good,
28301,OnMobile Global,INE809I01019,Average,-,Average,,Average,,Average,,Average,Average,0,0.006877496,23.29,23.28,30,,,776.25,622.75,573.02,4.105473588,,F-Check Passed,0,0.21,B,EQ,4.7378212,11.6887008,5.11487345,,,,,Average,No,No,No,Average,,3,,,,No,1,,,,,,,Average,Average,31/10/2025,No,37.34,Average,
28331,Tarapur Trans,INE747K01017,Poor,Restricted,Poor,Restricted,Poor,Restricted,Poor,,Poor,Poor,10,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Promoter Pledge% , Impact Cost , Rev , PET Check , F-Score , NSE symbol downgrade , BSE symbol downgrade",ADTO in Cr,71.97,0.64,0,0.122082176,,,93.31,1.02,T,BE,0.117131019,0.183390376,0.447457369,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
28334,KNR Construct.,INE634I01029,Good,-,Good,,Good,,Good,,Good,Good,0,0.232921238,17.38,17.38,17.38,,,5097.38,4541.18,4753.17,23.8511818,PET Good,F-Check Passed,0,0.07,A,EQ,12.7777244,101.5721688,16.6888383,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,31.39,Good,
28340,T R I L,INE763I01026,Average,-,Good,,Good,,Good,,Good,Good,0,0.031098423,22.45,23.79,30,,,13369.39,1251.92,2019.38,47.466643,PET Good,F-Check Passed,21.84,0.19,A,EQ,75.1336656,47.7206952,23.9873262,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,37.83,Good,
28364,Capital First,INE688I01017,Poor,-,Poor,,Poor,,Poor,,Poor,Good,1,,100,100,100,Not traded,,5820.51,2617.57,3811.5,39.3746002,PET Good,F-Check Passed,0,0.06,A,EQ,78.7492004,78.7492004,78.7492004,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,27/12/2018,Yes,0,Good,
28365,IRB Infra.Devl.,INE821I01022,Good,-,Average,,Average,,Average,,Average,Good,0,0.37921815,18.3,18.38,18.38,,,27060.76,19826.58,7613.47,48.2365176,,F-Check Passed,0.27,0.04,A,EQ,51.8781748,36.9325498,38.5943342,,,,,Average,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,32.42,Good,
28369,SEPC,INE964H01014,Poor,-,Average,,Average,,Average,,Average,Average,0,,23.65,24.75,100,,,1790.52,1506.03,597.65,15.15374925,,F-Check Passed,33.95,0.12,B,EQ,5.8411985,15.0704,4.59222975,,,,,Average,No,No,No,Average,,3,,,,No,2,,,,,,,Average,Average,31/10/2025,No,0,Poor,
28404,7Seas Enter.,INE454F01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,189.74,18.05,16.34,0.153841269,,F-Check Passed,0,,X,,0.127919438,0.48266,0.168844938,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
28408,Ampvolts,INE989J01017,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,25.3,25.3,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,58.36,49.23,1.98,0.057668497,,,0,,X,,0.05484615,0.052066028,0.060490844,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
28434,Archidply Inds.,INE877I01016,Poor,-,Poor,,Poor,,Average,,Average,Average,1,,22.95,22.96,100,ADTO in Cr,,197.86,103.92,555.91,0.226939096,PET Good,F-Check Passed,0,0.76,B,EQ,0.244116691,0.209761501,0.152477977,,,,,Poor,No,No,No,Poor,,0,No,2,,,,,Yes,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
28441,Vascon Engineers,INE893I01013,Average,-,Average,,Average,,Average,,Average,Good,0,0.035289198,25.9,25.9,30,,,1507.52,1092.83,1077.41,8.852762625,,F-Check Passed,27.73,0.19,B,EQ,5.2321956,65.3627468,39.3462308,,,,,Average,No,No,No,Average,,3,,,,No,2,,,,,,,Average,Average,31/10/2025,No,39.96,Average,
28589,D B Corp,INE950I01011,Good,-,Good,,Good,,Good,,Good,Good,0,0.006453972,19.44,19.4,19.44,,,4764.42,2224.67,2339.11,4.635909288,PET Good,F-Check Passed,0,0.15,B,EQ,2.045467463,2.400101788,6.063798238,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,33.44,Good,
28590,Shankara Build.,INE274V01019,Poor,-,Good,,Average,,Average,,Average,Average,0,,26.61,24.87,100,,,339.49,867.8,5696.69,21.26890205,PET Good,F-Check Passed,0,0.17,B,EQ,21.9769696,7.2219742,7.5540804,,,,,Good,No,No,No,Average,,3,,,,Yes,2,Upgrade,,,,,,Good,Good,31/10/2025,No,0,Average,
28591,Ramky Infra,INE874I01013,Poor,-,Poor,,Average,,Average,,Average,Good,0,,22.39,22.39,100,,,4400.98,1904.33,2044.54,9.49861285,PET Good,F-Check Passed,25.7,0.18,B,EQ,5.1433484,9.18371795,42.8682244,Downgraded_to_Poor,"Hyderabad: Ramky Group faked Rs 1,200 crore loss to evade tax, says I-T department | Hyderabad News - Times of India (indiatimes.com)",,,Poor,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,0,Good,
28611,Bafna Pharma.,INE878I01022,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Shareholders Fund , ADTO in Cr , Impact Cost , Rev , NSE symbol downgrade , BSE symbol downgrade",ADTO in Cr,365.37,84.81,145.86,0.104491412,PET Good,F-Check Passed,0,2.49,T,BE,0.337613231,0.53567165,0.11787634,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
28627,LGB Forge,INE201J01017,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,25,25,100,"Shareholders Fund , ADTO in Cr , Impact Cost , Rev , NSE symbol downgrade , BSE symbol downgrade",ADTO in Cr,247.49,18.29,94.04,0.07957415,PET Good,F-Check Passed,0,1.04,X,BE,0.069585806,0.089562494,0.2086279,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
28638,TVS Supply,INE395N01027,Average,-,Average,,Average,,Average,,Average,Good,0,0.012119497,17.66,17.66,30,,,5697.84,1801.77,9995.72,9.053128025,,F-Check Passed,29.23,0.09,A,EQ,14.0497856,9.61127275,6.7075501,,,,,Average,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,35,Good,
28695,PNC Infratech,INE195J01029,Average,-,Good,,Good,,Good,,Good,Good,0,0.017237756,18.16,18.16,30,,,7198.49,5989.04,6768.68,19.51822275,PET Good,F-Check Passed,0,0.07,A,EQ,10.3529692,19.5712058,4.60809175,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
28750,Sea TV Network,INE351L01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Promoter Pledge% , Rev , BSE symbol downgrade",ADTO in Cr,6.13,-40.81,11.52,0.002435107,PET Good,F-Check Passed,51.19,,XT,,0.000736795,0.004582518,0.001328681,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
28764,Juniper Hotels,INE696F01016,Average,-,Good,,Average,,Average,,Average,Average,0,0.00321036,17.74,17.83,30,,,6101.02,2726.7,944.27,3.264573988,PET Good,F-Check Passed,0,0.17,B,EQ,3.42077505,3.108372925,2.386270925,,,,,Good,No,No,No,Average,,3,,,,Yes,2,Upgrade,,,,,,Good,Good,31/10/2025,No,35,Good,
28894,Satchmo Holdings,INE639K01016,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,1.17E-06,26.49,26.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,63.87,-1056.07,11.82,0.022793502,,F-Check Passed,0,3.94,X,EQ,0.019871733,0.01834415,0.055991331,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
28967,Lotus Eye Hospit,INE947I01017,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , NSE symbol downgrade , BSE symbol downgrade",,258.19,60,49.56,0.374837143,PET Good,F-Check Passed,0,0.8,T,BE,2.5800569,1.341176825,0.315446416,,,,,Poor,Yes,Yes,No,Poor,,2,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
29112,Sastasundar Ven.,INE019J01013,Poor,-,Poor,,Poor,,Average,,Average,Good,2,,20.02,20.03,100,"ADTO in Cr , PET Check",,949.7,762.37,1432.04,0.499552094,,F-Check Passed,0,0.46,B,EQ,0.285054253,3.3372827,0.529266125,,,,,Poor,No,No,No,Poor,,1,No,3,,,,,Yes,3,No,,,Poor,Poor,31/10/2025,No,0,Average,
29113,Tata Capital,INE976I01016,Average,-,Poor,Restricted,Poor,,Poor,,Poor,Good,1,0.011880897,12.5,12.5,30,ADTO in Cr,ADTO in Cr,138913.34,33191.81,28323.85,0,PET Good,F-Check Passed,0,,A,EQ,0,0,603.8566464,,,,,Poor,No,No,No,Poor,Restricted,1,No,3,,,,,No,3,No,,,Poor,Poor,31/10/2025,No,0,Good,
29118,Heranba Inds,INE694N01015,Average,-,Average,,Average,,Good,,Good,Good,0,0.007820305,22.18,22.17,30,,,1200,840.8,1409.73,1.824895201,PET Good,F-Check Passed,0,0.53,B,EQ,5.8998932,1.451809938,1.324498063,,,,,Average,No,No,No,Average,,3,,,,No,2,,,,,,,Average,Average,31/10/2025,No,36.22,Good,
29175,RPG LifeScience.,INE105J01010,Average,-,Average,,Average,,Average,,Average,Average,0,0.001594302,20.24,20.24,30,,,3981.19,530.53,653.43,5.718154875,PET Good,F-Check Passed,0,0.17,B,EQ,3.128498,2.03042205,6.8137414,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,35,Good,
29224,Bothra Metals,INE583M01012,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,14.41,17.56,25.84,0.005467334,,F-Check Passed,0,,M,,0.0049,0.0049,0.004936,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
29288,Airfloa Rail,INE0XBS01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,53.5,53.5,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,922.36,110.8,192.39,0,PET Good,F-Check Passed,0,,M,,0,27.1804608,15.2146192,,,,,Poor,Yes,No,No,Poor,Restricted,2,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
29300,Piraml.Phyto.,INE122J01015,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,10,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , PET Check , F-Score , NSE symbol downgrade , BSE symbol downgrade , Not traded",ADTO in Cr,58.54,-25.54,25.12,0.012585989,,,0,2.96,T,BE,0.025171977,0.025171977,0.025171977,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,10/12/2019,Yes,0,Poor,Restricted
29303,Sicagen India,INE176J01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,3,,23.82,23.82,100,"ADTO in Cr , Impact Cost , BSE symbol downgrade",ADTO in Cr,263.26,483.99,891.88,0.127058763,PET Good,F-Check Passed,0,1.22,X,EQ,0.235103025,0.13961785,0.093721694,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
29335,Future Consumer,INE220J01025,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,8,,100,0,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , F-Score , NSE symbol downgrade , BSE symbol downgrade , Not traded",,79.88,-305.79,369.8,0.21390379,PET Good,,9.1,1.29,T,BE,0.163862038,0.213288379,0.14707087,,,,,Poor,Yes,Yes,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,27/10/2025,Yes,0,Poor,
29472,Fineotex Chem,INE045J01034,,,Average,,Average,,Average,,Average,Average,0,,,,,,,3414.34,731.32,533.33,11.82123685,PET Good,F-Check Passed,0,0.09,B,EQ,6.8458834,79.7029272,13.2102588,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,,Good,
29483,JK Agri Genetics,INE690O01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,208.9,107.48,161.79,0.072594338,,F-Check Passed,0,,X,,0.216258225,0.188140125,0.047163234,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
29545,A2Z Infra Engg.,INE619I01012,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Shareholders Fund , ADTO in Cr , Promoter Pledge% , Impact Cost , PET Check",,293.94,45.17,336.27,0.538008691,,F-Check Passed,99.68,1.31,B,EQ,0.491778394,0.36786095,0.435118769,,,,,Poor,No,No,No,Poor,,0,No,2,,,,,No,0,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
29574,Prakash Steelage,INE696K01024,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,18.41,18.41,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check",ADTO in Cr,89.25,8.9,76.57,0.1507493,,F-Check Passed,0.1,0.61,B,EQ,0.111924352,0.133400156,0.124632293,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
29575,Prince Pipes,INE689W01016,Average,-,Good,,Good,,Good,,Good,Good,0,0.009214084,19.14,19.15,30,,,3535.74,1576.44,2523.92,11.80821035,PET Good,F-Check Passed,0,0.09,B,EQ,15.0908829,7.406444,4.28665925,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
29577,R R Kabel,INE777K01022,Average,-,Good,,Good,,Good,,Good,Good,0,0.014721289,18.06,18.07,30,,,15953.85,2152.62,7618.23,34.16142395,PET Good,F-Check Passed,0,0.07,A,EQ,17.0672431,15.06035915,49.9886856,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
29583,Bharat Financial,INE180K01011,Bluechip,-,Poor,,Poor,,Poor,,Poor,Good,2,,100,100,100,"PET Check , Not traded",,12596.98,2998.75,2100.92,83.8075492,,F-Check Passed,0,0.07,,EQ,167.6150984,167.6150984,167.6150984,,,,,Poor,No,No,No,Poor,,3,No,3,,,,,No,3,Yes,,,Poor,Poor,2/7/2019,Yes,0,Average,
29599,Anand Rathi Shar,INE549H01021,Good,-,Poor,Restricted,Poor,,Poor,,Poor,Average,1,0.011760422,25,25,25,ADTO in Cr,ADTO in Cr,3204.01,503.76,845.7,0,PET Good,F-Check Passed,30.1,,B,EQ,0,1025.420096,77.0823192,,,,,Poor,No,No,No,Poor,Restricted,2,No,3,,,,,No,3,No,,,Poor,Poor,31/10/2025,No,0,Good,
29706,Shah Metacorp,INE482J01021,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,27.34,27.34,100,"ADTO in Cr , Rev , PET Check",,276.15,165.39,176.16,0.383524972,,F-Check Passed,0,0.8,B,EQ,0.284950397,0.423068769,2.58550435,,,,,Poor,No,No,No,Poor,,1,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
29776,VRL Logistics,INE366I01010,Average,-,Good,,Good,,Good,,Good,Good,0,0.004139427,15.37,15.5,30,,,4908.73,1084.56,3160.95,9.05901185,PET Good,F-Check Passed,0,0.13,B,EQ,9.4675908,5.2390853,5.819043925,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
29788,RDB Infrastruc.,INE245L01028,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,25,25,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,1009.89,144.59,107.71,0.179252369,PET Good,F-Check Passed,0,,X,,0.125701863,0.193645713,0.1139433,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
29882,Suryaamba Spinni,INE360J01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25.9,25.9,100,"Mcap , Shareholders Fund , ADTO in Cr , BSE symbol downgrade",ADTO in Cr,37.38,62.75,214.66,0.005245534,PET Good,F-Check Passed,9.41,,X,,0.005589105,0.005408332,0.004669838,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
29932,Tamboli Industri,INE864J01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,25,25,100,"ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,145.87,113.6,68.91,0.058951513,PET Good,F-Check Passed,0,,X,,0.051488309,0.07524245,0.024600758,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
29971,Ethos Ltd,INE04TZ01018,Average,-,Good,,Good,,Good,,Good,Good,0,0.001734935,17.94,17.89,30,,,7757.86,982.2,1251.63,9.656382125,PET Good,F-Check Passed,0,0.1,A,EQ,15.0347629,9.6874527,8.4723375,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
30070,Cyient DLM,INE055S01018,Poor,-,Good,,Good,,Good,,Good,Good,0,,18.71,18.71,100,,,3588.46,949.44,1519.63,11.1732206,PET Good,F-Check Passed,0,0.08,A,EQ,4.897311375,9.97528505,19.7593474,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,0,Good,
30080,Canara HSBC,INE01TY01017,Average,-,Poor,Restricted,Poor,,Poor,,Poor,Good,2,0.000317874,25,25,30,"ADTO in Cr , PET Check",ADTO in Cr,11039,1516.86,10709.57,0,,F-Check Passed,0,,B,EQ,0,0,135.4374648,,,,,Poor,No,No,No,Poor,Restricted,1,No,3,,,,,No,3,No,,,Poor,Poor,31/10/2025,No,0,Good,
30111,Epigral,INE071N01016,Good,-,Good,,Good,,Good,,Good,Good,0,0.026065496,20.9,20.91,20.91,,,7298,1904.53,2550.13,9.546091538,PET Good,F-Check Passed,0,0.1,A,EQ,17.1908233,4.394509375,2.474162138,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,34.96,Good,
30127,Innovassynth Inv,INE690J01011,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,27.81,27.81,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,240.5,42.24,0,0.180616113,,,0,,X,,0.3636112,0.190926063,0.058479088,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
30141,Excel Realty,INE688J01023,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Poor,5,,100,100,100,"ADTO in Cr , Rev , PET Check , NSE symbol downgrade , BSE symbol downgrade",,208.78,173.25,13.63,0.980174775,,F-Check Passed,0,0.98,T,BE,0.759581925,1.01214805,0.9482015,,,,,Poor,Yes,Yes,No,Poor,,1,No,2,,,,,No,0,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
30148,Deccan Healthcar,INE452W01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,3,,26.13,26.13,100,"Mcap , ADTO in Cr , Rev",ADTO in Cr,42.05,106.4,75.06,0.05601735,PET Good,F-Check Passed,0,,B,,0.036050256,0.046380563,0.064950688,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
30163,Jindal Cotex Ltd,INE904J01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,9,,100,100,100,"Mcap , ADTO in Cr , Promoter Pledge% , Impact Cost , Rev , PET Check , NSE symbol downgrade , BSE symbol downgrade , Not traded","BSE Symbol , NSE Symbol , ADTO in Cr",11.7,185.59,2.44,0.049032587,,F-Check Passed,93.91,2.61,Z,BZ,0.049032587,0.049032587,0.049032587,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,28/11/2022,Yes,0,Poor,
30178,Yunik Managing,INE143K01019,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,31.47,31.57,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,13.95,0.36,0.08,0.00592729,,,0,,X,,0.003991891,0.004343627,0.007510952,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
30245,Rolex Rings,INE645S01024,Average,-,Good,,Good,,Good,,Good,Good,0,0.007133141,16.52,16.89,30,,,3325.19,1072.1,1154.8,4.354379238,PET Good,F-Check Passed,0,0.17,B,EQ,2.122914813,7.38468235,11.57344315,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,30.93,Good,
30251,Welspun Investme,INE389K01018,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,0,100,"ADTO in Cr , Impact Cost , Rev , PET Check , Not traded",ADTO in Cr,484.25,729.22,5.26,0.156981049,,F-Check Passed,0,1.1,B,EQ,0.107954538,0.071332006,0.385247125,,,,,Poor,No,No,No,Poor,Restricted,0,No,2,,,,,No,2,No,,,Poor,Poor,28/10/2025,Yes,0,Poor,Restricted
30326,Arrow Textiles,INE933J01015,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,8,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , NSE symbol downgrade , BSE symbol downgrade , Not traded",ADTO in Cr,17.67,32.93,42.42,0.003727301,PET Good,F-Check Passed,0,5.28,T,BE,0.007454602,0.007454602,0.007454602,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,5/2/2020,Yes,0,Poor,
30337,Sreeleathers,INE099F01013,Poor,-,Poor,Restricted,Poor,,Average,,Average,Average,1,,16.09,16.09,100,ADTO in Cr,ADTO in Cr,523.3,462.1,219.93,0.159301547,PET Good,F-Check Passed,0,0.51,B,EQ,0.1245825,0.483266541,0.174810252,,,,,Poor,No,No,No,Poor,Restricted,0,No,2,,,,,Yes,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
30381,Bengal & Assam,INE083K01017,Poor,-,Poor,,Poor,,Poor,,Poor,Good,1,,15.41,15.41,100,ADTO in Cr,,8865.62,9761.63,2187.14,0.54812495,PET Good,F-Check Passed,0,,B,,0.197337013,1.0625297,0.7053201,,,,,Poor,No,No,No,Poor,,1,No,3,,,,,No,3,Yes,,,Poor,Poor,31/10/2025,No,0,Good,
30388,Annvrridhhi Ven,INE075K01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,27.75,25.86,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,59.15,10.35,66.97,0.04362825,,F-Check Passed,0,,X,,0.2128074,0.025547855,0.018019658,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
30418,Samrat Forgings,INE412J01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,33.44,33.45,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,139.18,36.83,191.07,0.003408199,PET Good,F-Check Passed,0,,X,,0.001418,0.00203939,0.004951391,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
30486,Varroc Engineer,INE665L01035,Good,-,Good,,Good,,Good,,Good,Good,0,0.029078484,19.13,19.11,19.13,,,9326.08,1565.07,8154.08,9.573393825,PET Good,F-Check Passed,0,0.1,A,EQ,9.99837585,24.3728615,7.257130475,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,33.15,Good,
